	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
1141	Risorgimento	piazza Carducci 5/6	Sirmione	25019	ITA	Lombardy	€€€	Mediterranean Cuisine, Modern Cuisine	Air conditioning, Interesting wine list, Terrace	Mastercard, Visa	+39 030 916325	https://www.risorgimento-sirmione.com	45.492478	10.607502	restaur situat centr sirmion stone ’ throw lake strike eleg outdoor terrac refin set provid backdrop creativ meat fish dish full individu charact fine display wine adorn shelv lounge-cum-win bar first floor
1142	Trattoria di Campagna	Località Saint Maurice 57	Sarre	11010	ITA	Aosta Valley	€€	Cuisine from the Aosta Valley, Modern Cuisine	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 0165 257448	https://www.trattoriadicampagna.it/	45.7174664	7.2612561	famou trattoria run third gener famili serv tradit season cuisin aosta valley enhanc occasion imagin personalis touch new well-stock wine cellar includ tabl dozen guest sommeli beatric hand assist guest choic bottl excel array delicaci dessert trolley
1143	3.0 Ciro Cascella	via San Pasquale 68	Naples	80121	ITA	Campania	€	Pizza	Air conditioning, Credit cards not accepted		+39 081 497 6322	http://www.cirocascella.it	40.8359663	14.2363274	fan neapolitan pizza element restaur pizza light larger softer crust thank long ferment leaven process – peopl come simpli eat crust ’ good ’ also wide choic excel top includ top-qual ingredi campania gluten-fre option dough made differ flour also avail
1144	Adelaide	via dell'Arancio 69	Rome	186	ITA	Lazio	€€€	Italian Contemporary	Air conditioning, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 06 878187	https://www.hotelvilon.com/it/10/ristorante/	41.9044658	12.4764949	although ’ obviou exterior ’ cross threshold vilòn hotel step success highli decor room full charm cuisin highest qualiti showcas dish chef gabriel muro ’ nativ campania alongsid famou pasta special adopt citi amatriciana carbonara cacio e pepe etc finish superb “ l ’ oro di procida ” dessert
1145	Al Persef	via Saroch 1272	Livigno	23041	ITA	Lombardy	€€€	Modern Cuisine	Car park, Terrace	Amex, Mastercard, Visa	+39 0342 996665	https://www.ristorantealperseflivigno.com	46.5201886	10.124835	small yet comfort dine room larg window tabl provid set modern creativ cuisin prepar young ambiti chef local sourc ingredi prioritis plu ’ excel wine list
1146	Almatò	via Augusto Riboty 20/c	Rome	195	ITA	Lazio	€€€	Contemporary	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 06 6940 1146	https://www.almato.it	41.9154553	12.4546959	situat eleg residenti street prati district modern minimalist-styl restaur set top-qual creativ cuisin part menu eschew tradit lazio dish make good choic anyon look someth littl differ
1147	Antica Moka	Via Emilia Est 1496	Modena	41126	ITA	Emilia-Romagna	€€€	Modern Cuisine	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 059 284008	https://www.anticamoka.it/	44.6225361	10.9828687	situat via emilia eleg owner-run restaur decad renown top-qual region cuisin updat twist well reinterpret fish special inspector much enjoy cuisin particular mention home-mad pasta excel wine select
1148	Baracca - Storica Hostaria	via Ronchi 1	Trebaseleghe	35010	ITA	Veneto	€€	Italian, Venetian	Car park, Garden or park, Terrace	Amex, Mastercard, Visa	+39 049 938 5126	https://www.ristorantebaracca.it/	45.59254	12.04119	classic attract eleg restaur boast extens choic dish menu vari option rang meat fish dish often prepar region recip tagliatel duck ragù toast hazelnut chicken liver risotto vicenza-styl baccalà meat casserol
1149	CENERE - Museum & Bistrot	via Plinio 39	Pompei	80045	ITA	Campania	€€	Campanian	Air conditioning	Mastercard, Visa	+39 081 1953 5367	http://cenerepompei.it	40.7486425	14.4936834	fan campanian cuisin element restaur situat opposit archaeolog site chef serv tradit region favourit alongsid creativ recip often prepar use local special purpl artichok schito chickpea teano provola chees agerola red sausag castelpoto black casertona pork two dine room one cellar particularli charm
1150	Da Sapì	via Giuseppe Mazzini 36	Esine	25040	ITA	Lombardy	€€	Lombardian, Contemporary	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0364 46052	https://www.ristorantesapi.com/	45.9231937	10.2577142	contemporary-styl cuisin region focu care select local produc hallmark restaur run fourth gener famili menu featur dish prepar use season veget plu artisan ice cream made 100 natur ingredi
1151	Duanima	via Sebastiano Satta 28	Cagliari	9128	ITA	Sardinia	€€	Contemporary	Air conditioning	Amex, Mastercard, Visa	+39 366 814 0691	https://www.ristoranteduanima.it/	39.2166046	9.1217347	one cagliari ’ interest restaur – real must find visit sardinia ’ capit citi long narrow dine room modern furnish enjoy simpl unfussi cuisin full intens flavour dish influenc chef ’ experi work abroad also demonstr re-connect nativ island focu sardinia ’ top-qual ingredi
1152	Il Flauto di Pan	via Santa Chiara 26	Ravello	84010	ITA	Campania	€€€€	Creative	Air conditioning, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 089 857459	https://www.hotelvillacimbrone.com/it/il-flauto-di-pan/	40.6446307	14.6111085	would exagger say restaur part villa cimbron hotel situat one romant exclus spot itali surround luxuri mediterranean veget stun view gulf salerno restaur make way terrac view sea cilento mountain distanc frame beauti wisteria chef campania offer guest superb select local produc prepar tradit reinterpret dish full intens explos flavour extraordinari region make sure book tabl advanc
1153	La Pergola	via Cadlolo 101	Rome	136	ITA	Lazio	€€€€	Mediterranean Cuisine, Contemporary	Air conditioning, Car park, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 06 3509 2152	https://romecavalieri.com/it/la-pergola-it/	41.9187946	12.4461151	follow complet refurbish new pergola pay tribut colour materi rome travertin marbl red colour scheme terrac also face-lift fortun view ’ chang – howev mani time come find memori never quit justic magnific expans view capit mont mario hill whole rome encircl hill spread appear silent enchant almost doze although ’ helm sinc 1994 heinz beck ’ enthusiasm remain undiminish continu updat dish explor new avenu creat imagin cuisin strong italian mediterranean flavour addit spectacular wine list ’ also remark choic water coffe
1154	Livello 1	via Duccio di Buoninsegna 25	Rome	142	ITA	Lazio	€€€	Seafood, Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 06 503 3999	http://www.ristorantelivello1.it	41.8298125	12.4892791	situat suburb main tourist trail fish restaur also fishmong ’ next door fish seafood cuisin serv highli interest featur modern recip made top-qual ingredi ’ also small loung enjoy cocktail plu select good wine open-view kitchen allow guest observ skil chef work
1155	Luisl Stube	via Venosta 4	Algund	39022	ITA	Trentino-South Tyrol	€€€€	Creative, Contemporary	Car park, Interesting wine list, Wheelchair access	Mastercard, Visa	+39 0473 260350	https://www.schlosswirt-forst.it/it/ristorante-gourmet/ristorante-gourmet/	46.6780899	11.1191355	schlosswirt forst typic 16c resid home tradit restaur guestroom luisl stube small gem boast beauti old wood tradit chandeli histor stube candl tabl four creat timeless intim truli romant atmospher contrast cuisin contemporari style prepar chef lui haller care search local produc serv alongsid exot ingredi well fish seafood two tast menu talent sommeli nicola spimpolo delight guest except wine pair explor old vintag constant quest superb high-qual label
1156	Massimo Camia	SP3 Alba-Barolo 122	La Morra	12064	ITA	Piedmont	€€€	Piedmontese, Modern Cuisine	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0173 56355	http://www.massimocamia.it	44.6267818	7.957004	restaur decor modern furnish attent drawn pictur window offer fine view la morra hill surround countrysid cuisin prepar massimo camia daughter elisabetta includ classic favourit chef ’ much-lov repertoir delici rack lamb beauti present luserna stone serv barbequ sauc well eleg dish includ fish option excel select piedmontes chees also worth mention chef ’ son sommeli iacopo skil enthusiast guid guest encyclopaed wine list includ extens choic barolo wine local label
1157	Mezzolitro Vini e Cucina	via Pomè 10	Rho	20017	ITA	Lombardy	€€	Cuisine from Abruzzo	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 9132 7868	https://www.mezzolitro.net	45.5294549	9.042316	situat amid attract alleyway centr rho simpl yet pleasant friendli restaur serv delici local cuisin abruzzo special fore includ dish spaghetti alla chitarra meatbal sauc variou mutton recip grill skewer tartar steak etc lamb differ type ham
1158	Nascostoposto	via Sant'Alò	Terni	5100	ITA	Umbria	€€	Italian, Modern Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0744 608309		42.5621827	12.6445805	easili found despit name nascosto postomean “ hidden place ” restaur lie alleyway terni ’ old town modern minimalist-styl dine room enthusiast coupl run front hous ’ kitchen delight guest delici imagin cuisin region italian unexpectedli exot influenc
1159	Paca	via Fra' Bartolomeo 13	Prato	59100	ITA	Tuscany	€€€	Italian Contemporary	Air conditioning	Amex, Mastercard, Visa	+39 0574 182 0222	http://www.pacaristorante.it	43.8771796	11.1021824	chef niccolò palumbo pastri chef gabriel palumbo maître-d ’ lorenzo catucci three young dynam entrepreneur behind attract restaur stone ’ throw histor centr welcom dine room provid backdrop modern italian cuisin prepar care chosen ingredi sourc possibl small-scal local zero-mil produc mouthwat colonnata lardo often serv delici bread includ rice- chestnut-flour option excel servic add pleasant gourmet dine experi town prato
1160	Razzo	via Andrea Doria 17/f	Turin	10123	ITA	Piedmont	€€	Modern Cuisine, Mediterranean Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 011 020 1580	https://vadoarazzo.it/	45.0639963	7.6850158	quiet restaur relax young modern feel serv contemporari cuisin prepar season region product charm romant outdoor area soft light
1161	SanBrite	Località Alverà	Cortina d'Ampezzo	32043	ITA	Veneto	€€€€	Alpine, Modern Cuisine	Air conditioning, Car park, Great view, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0436 863882	https://www.sanbrite.it/	46.5434618	12.1565176	restaur tabl amid decor elegantli recycl old wood larg window offer view stun ampezzo dolomit outsid meal start memor way waiter file dine room carri mountain creami butter serv everi tabl accompani excel bread incompar textur owner-chef riccardo gaspari make care use home-produc region ingredi creat delici cuisin mountain tradit refresh modern touch notic visibl dessert made without ad extra sugar sanbrit liter mean “ healthi pastur ” name definit evok qualiti cuisin serv
1162	W Villadorata Country Restaurant	contrada Portelle	Noto	96017	ITA	Sicily	€€€	Country cooking, Creative	Car park, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 342 816 3083	https://www.vivavivianavarese.it/viva-villadorata	36.8674713	15.0383198	part countri hous villadorata resort hill outsid noto restaur boast delight set sea backdrop surround garden provid mani veget use cuisin viviana vares michelin-star chef milan partnership matteo carnaghi helm kitchen excel result cook root sicilian ingredi one weekday even summer dedic entir barbecue-gril dish
1163	Arnaldo - Clinica Gastronomica	piazza XXIV Maggio 3	Rubiera	42048	ITA	Emilia-Romagna	€€€	Emilian	Wheelchair access	Amex, Mastercard, Visa	+39 0522 626124	https://www.clinicagastronomica.com/	44.65313	10.78183	restaur first award michelin star 1959 make longest-held star break two year itali hous 15c palazzo next aquila d'oro hotel dine room boast atmospher nostalg feel cuisin tradit focu celebr emilian tradit glori especi trolley use display select antipasti slice ham alway featur spinach chees pie dessert includ delici zabaion serv pear red wine creami sambuca semifreddo undisput star show meat dish especi two trolley special highlight visit arnaldo includ roast boil meat includ dish often found restaur qualiti calf ’ head tongu pig ’ trotter cook tradit serv usual sauc gravi everi morn “ sfoglin ” pasta-mak prepar excel fresh pasta serv either broth simpli sage butter arnaldo place fan modern cuisin ’ keen tri authent emilian dish full flavour ’ element
1164	Bramea	viale Villa d'Errico 10	Palazzo San Gervasio	85026	ITA	Basilicata	€€	Creative	Air conditioning, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0972 209498	http://www.bramearistorante.it	40.9379252	15.9740352	gourmet restaur tabl run two young friend busi partner bramea one helm kitchen front hous extens tast menu focu featur creativ origin dish often made local ingredi end result fascin highest qualiti
1165	Buca di Bacco	corso Italia 149	Pietra Ligure	17027	ITA	Liguria	€€	Seafood	Air conditioning, Car park	Amex, Mastercard, Visa	+39 019 615307		44.1518199	8.2897517	seafood special care choic rare produc origin proprietor characteris establish situat basement build
1166	Da Miky	via Fegina 104	Monterosso al Mare	19016	ITA	Liguria	€€€	Seafood	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0187 817608	https://www.ristorantemiky.it/	44.1452613	9.6465188	situat right seafront miki one best restaur fish includ famou monterosso anchovi region serv cuisin excit individu everi year ’ also small shop sell local produc
1167	daní maison	via Montetignuso 4	Ischia	80077	ITA	Campania	€€€€	Contemporary, Creative	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 081 993190	https://danimaison.it	40.7302578	13.9487527	aptli name restaur nino ’ hous situat chef nino di costanzo ’ hous residenti district amid hill ischia threshold make way garden plant varieti mediterranean maqui shrub flower aperitif post-dinn drink serv even tabl dine room crown typic vault ceil guest wish watch chef work take seat right front kitchen dish extrem elabor technic sophist perfect anyon love concept-bas cuisin occasion surpris result includ present ’ come car take care last stretch road particularli narrow
1168	Dimora Ulmo	via Pennino 28	Matera	75100	ITA	Basilicata	€€€	Cuisine from Basilicata, Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0835 165 0398	https://www.dimoraulmo.it	40.6651164	16.6102076	three tast menu contaminazioni dimora ulmo mano libera serv restaur hous old restor palazzo splendid summer terrac overlook sassi featur balanc modern cuisin tradit local dish dine room equal attract interest wine list includ label region alongsid select wine elsewher itali afield
1169	Fattoria delle Torri	vico Napolitano 14	Modica	97015	ITA	Sicily	€€	Sicilian, Modern Cuisine	Terrace	Mastercard, Visa	+39 0932 751286	https://fattoriadelletorri.com/	36.856315	14.7596559	small slice paradis histor centr modica daughter owner-chef pepp baron continu famili culinari tradit ad youth influenc innov yet tradit cuisin serv fine weather dine among lemon tree attract outdoor terrac
1170	Momento al 25	via San Francesco 20	Carpi	41012	ITA	Emilia-Romagna	€€	Modern Cuisine	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 059 645248	https://www.momentoal25.it/	44.7797015	10.8818081	hous late-19c palazzo restaur serv good select meat fish dish tradit creativ cuisin menu delici flavour typic emilia region
1171	Josto	via Sassari 25	Cagliari	9124	ITA	Sardinia	€€	Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 070 351 0722	httpss://dijef.com/	39.2165191	9.1103353	one cagliari ’ interest restaur josta boast two small dine room origin decor combin modern design tradit featur – room entranc open-view kitchen rear menu focus sardinian special reinterpret contemporari twist delici ham typic sardinian breed pig fregula pasta mullet tradit saba dessert
1172	L'Erba del Re	via Castelmaraldo 45	Modena	41121	ITA	Emilia-Romagna	€€€	Creative	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 059 218188	https://www.lerbadelre.it/	44.64916	10.92368	situat period palazzo near one modena ’ oldest church façad santa maria della pomposa date mediev period church rebuilt 1717 bright modern minimalist restaur tabl set distanc apart adorn contemporari paint wall talent chef luca marchini focus mainli creativ cuisin although fan tradit fare also find emilian special menu excel sommeli also abl recommend interest rare wine small-scal wineri includ outsid itali often glass
1173	La Favellina	via Cosari 4/6, località San Tomio	Malo	36034	ITA	Veneto	€€€€	Italian Contemporary, Creative	Car park, Terrace	Amex, Mastercard, Visa	+39 0445 605151	https://www.lafavellina.it/	45.6195715	11.4018545	signora gianello fell love delight late-19c hamlet surround green hill north vicenza bought restaur renov eleg feminin style run restaur two son riccardo front hous federico kitchen mother latter respons delici first cours cuisin predominantli contemporari italian prepar top-qual ingredi often sourc area immedi around restaur sweet chestnut virgin oliv oil strawberri tree berri aromat even wild herb gather person chef local area simpl modern cuisin full flavour
1174	La Pineta	via Gualco 82, località Struppa	Genoa	16165	ITA	Liguria	€€	Traditional Cuisine, Meats and Grills	Car park, Terrace	Amex, Mastercard, Visa	+39 010 802772	https://www.ristorantelapineta.org/	44.4447179	8.9990585	gastronom institut citi seclud set immers natur la pineta occupi ground floor nondescript build simpl “ date ” yet comfort decor provid backdrop although menu wine list dish usual announc person tabl owner simpl tradit abund cuisin mainli cook open grill centr room includ meat signatur special fish
1175	La Primula	via San Rocco 47	San Quirino	33080	ITA	Friuli-Venezia Giulia	€€€	Italian Contemporary, Creative	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0434 91005	https://www.ristorantelaprimula.it/	46.0348797	12.6814506	situat pordenon aviano magic magredi region eleg restaur – still run canton famili – celebr 150th birthday 2023. attract comfort dine room domin fireplac provid set delici meat fish dish prepar andrea canton whose cuisin care prepar occasion imagin full comfort flavour excel wine divid three section one dedic friuli-venezia giulia region anoth itali whole third rest world build hous osteria all nazioni also open lunchtim cuisin inspir region tradit
1176	Locanda delle Grazie	via San Pio X 2	Grazie	46010	ITA	Lombardy	€	Mantuan, Seasonal Cuisine	Terrace	Mastercard, Visa	+39 0376 348038		45.1564689	10.6940175	situat centr charm villag curtaton overlook river mincio restaur beacon fan mantuan cuisin mani year italian favourit featur alongsid local special includ pumpkin tortelli cure meat pike salsa verd slow-cook meat well sbrisolona zabaglion dessert simpl yet delici cuisin focu home-styl cook gener portion reason price
1177	Lorenzo	via Carducci 61	Forte dei Marmi	55042	ITA	Tuscany	€€€€	Seafood, Italian	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0584 874030	https://www.ristorantelorenzo.com/it/	43.9565557	10.1722156	gastronom institut emblem versilia region past 40 year ever sinc open 1981 proudli run daughter chiara expert sommeli togeth staff ensur guest enjoy best possibl experi surround contemporari work art chang regularli passion inherit great-grandfath lorenzo restaur name guest guarante fine dine experi thank superb qualiti fish serv menu featur icon dish classic favourit warm seafood salad shellfish serv season veget top-qual scampi bake steam accompani mayonnais freshli made front guest tabl wine cellar also worthi prais two wine list one dedic itali non-italian wine particular focu french label especi champagn burgundi
1178	Osteria Il Maialetto	via Della Repubblica 348	Monsummano Terme	51015	ITA	Tuscany	€	Tuscan, Meats and Grills	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0572 953849	https://ilmaialetto.com/	43.8638368	10.8170887	live restaur young vibrant atmospher stand next butcher ’ shop run famili menu featur delici tuscan cuisin includ dish pappa al pomodoro florentin steak choos display counter good wine friendli servic add appeal
1179	Posillipo	via dell'Orizzonte 1	Gabicce Monte	61011	ITA	Marche	€€€	Seafood, Classic Cuisine	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0541 953373	https://www.ristoranteposillipo.com/	43.9639309	12.7722742	boast superb locat gabicc mont excel restaur run third gener famili offer breathtak view romagna coast posillipo ’ superb fish dish made restaur must region option rang raw fish tradit pasta special delici main cours fish fillet catch day fri option etc ’ also tempt dessert trolley excel wine list
1180	Quintessenza	via Lionelli 62	Trani	76125	ITA	Apulia	€€€	Apulian, Contemporary	Air conditioning, Bring your own bottle, Terrace	Amex, Mastercard, Visa	+39 0883 880948	https://www.quintessenzaristorante.it	41.2814264	16.4150326	move new premis near castello svevo santa maria assunta cathedr restaur boast splendid view outdoor terrac comfort histor ambienc dine space includ cellar decor tast contemporari style quintessenza remain capabl hand di gennaro famili – four brother includ head chef stefano equal passion puglia excel ingredi especi fish seafood showcas superb precis prepar modern cuisin serv ’ one tabl splendid wine cellar book well advanc offer fine select wine includ label glass
1181	Stefano Paganini alla Corte degli Alfieri	piazza Raimondo 2	Magliano Alfieri	12050	ITA	Piedmont	€€	Modern Cuisine		Amex, Mastercard, Visa	+39 0173 66244	https://www.stefanopaganini.it/	44.7667927	8.0684173	occupi superb 17c castl restaur two dine room one decor work local artist chang throughout year romant feel adorn rose boast splendid fresco ceil ’ choic tast menu although guest select cours wish cuisin excel qualiti offer good valu money
1182	Toe Drûe	via Corsi 44 r	Sestri Ponente	16154	ITA	Liguria	€€	Ligurian, Modern Cuisine	Air conditioning	Amex, Mastercard, Visa	+39 010 650 0100	https://www.toedrue.it/	44.4258298	8.8407606	soak ambienc histor genova restaur serv special panissa rice seafood salad ligurian fish dish inform comfort dine room build date back earli 19c fan naval histori may interest know rex transatlant liner built right opposit ’ also small loung space savour glass wine select chees
1183	Acqua	lungomare Amerigo Vespucci 50	Vieste	71019	ITA	Apulia	€€	Mediterranean Cuisine, Contemporary	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 0884 522238	https://www.ristoranteacqua.it/	41.8854572	16.1780243	situat slightli marina eleg restaur young chef helm cement reput via contemporari occasion creativ dish showcas best local ingredi includ fish seafood fact latter come directli famili ’ fishmong add appeal
1184	Bentōteca	via San Calocero 3	Milan	20123	ITA	Lombardy	€€€	Fusion, Asian Contemporary	Air conditioning, Counter dining, Wheelchair access	Amex, Mastercard, Visa	+39 340 835 7453	https://www.bentoteca.com/	45.4582847	9.176373	top-qual japanes cuisin heavi mediterranean influenc take pride place restaur talent chef toku yoji tokuyoshi creat dish horsemeat tataki pizzaiola sauc barbecu fish neck friggitello pepper opt seat larg bench face kitchen ’ abl watch chef work admir precis requir prepar differ type sushi modern underst decor
1185	Gagini Restaurant	via dei Cassari 35	Palermo	90133	ITA	Sicily	€€€	Creative, Contemporary	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 091 589918	https://www.gaginirestaurant.com/	38.1184687	13.3661866	situat live heart palermo vucciria small cala port restaur boast modern design bold colour strike charm old build occupi 16c studio sculptor antonello gagini henc restaur name italian-brazilian chef mauricio zillo serv highli person cuisin rich contrast flavour prepar use sicilian ingredi even exot ingredi papaya appear menu sourc sicili servic attent yet inform touch put guest eas
1186	Il Circolino	via Anita Garibaldi 4	Monza	20900	ITA	Lombardy	€€€	Creative, Contemporary	Air conditioning, Counter dining, Wheelchair access	Amex, Mastercard, Visa	+39 039 636 3374	http://www.il-circolino.it	45.5853814	9.2782646	il circolino enjoy interest cuisin design claudio sadler prepar skil resid chef lorenzo sacchi ’ café-cum-bistro entranc kitchen attract garden summer dine eleg contemporary-styl restaur hidden behind fold door gourmet meat fish dish serv showcas variou menu guest also choos cours à la cart style “ c ’ era una volta ” menu particularli enjoy spaghetti missoltino fish carp butter decor colour flower decis flavour mullet serv spanish-styl “ suquet ” made care chosen ingredi stood “ viaj ” menu among dessert black lemon shiso kombu seawe fresh exot flavour enjoy watch chef work make sure book tabl front kitchen
1187	Il Poggio	via Panoramica 4	Poggiridenti	23020	ITA	Lombardy	€€	Country cooking, Italian Contemporary	Air conditioning, Car park, Great view, Terrace	Amex, Mastercard, Visa	+39 0342 380800	http://www.ilpoggioristorante.it	46.1749169	9.9189094	simpl yet welcom family-run restaur situat wine rout wend way hill behind sondrio less 5km away dine room boast cheer open fireplac also use grill attract outdoor terrac offer fine view valley kitchen famili ’ second gener combin tradit recip ingredi occasion modern twist
1188	Essenza Bistrot	via delle Terme 8/A	Olbia	7026	ITA	Sardinia	€€€	Mediterranean Cuisine, Modern Cuisine	Air conditioning, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0789 25594	https://www.essenzabistrot.it	40.9248365	9.5027825	welcom origin bistro-restaur histor centr stone wall typic region ’ architectur attract outdoor area offer tabl front entranc experienc owner-chef helm kitchen prepar beauti present contemporary-styl dish full flavour menu also featur select raw fish seafood option
1189	L'Ortone	piazza Lorenzo Ghiberti 87 r	Florence	50122	ITA	Tuscany	€€	Italian, Seasonal Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 055 234 0804	https://www.lortone.it/	43.770681	11.2674875	tuscan-styl bistro next sant'ambrogio market simpl decor cuisin offer menu featur region dish alongsid imagin italian-them option prepar season ingredi grill special also avail alongsid interest wine list excel valu money although order steak ’ end spend littl
1190	La Gallina	frazione Monterotondo 56	Gavi	15066	ITA	Piedmont	€€€	Piedmontese, Contemporary	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0143 685132	https://www.villasparinaresort.it/it/hotel-gavi/1-0.html	44.7132	8.8251	attract restaur offer three tast menu featur tradit creativ dish influenc piedmont liguria campania chef ’ nativ region combin truffl take centr stage autumn home-grown veget spring culinari highlight includ piedmontese-styl fassona beef tartar beef sourc la granda consortium cream ice-cream whip 1982 carpigiani machin serv select sweet delicaci decis offer wine uniqu champagn piedmont somewhat unusu work well – recommend hous barbera del monferrato prefer one laid year
1191	Li Galli	viale Pasitea 318	Positano	84017	ITA	Campania	€€€€	Contemporary, Italian Contemporary	Air conditioning, Great view, Interesting wine list, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 089 875655	https://www.ligallirestaurant.it/it/	40.6283391	14.4841948	restaur hous within eleg villa franca hotel upper part positano boast small bright dine room distinct black marbl tabl seven glass ceil floor-to-ceil window open summer creat outdoor dine space beauti view look sea li galli island restaur name follow end restaur ’ partnership nino di costanzo chef savio perna origin torr del greco step spotlight take inspir mainli local region although pigeon one interest dish sourc one best breeder tuscani much perna ’ techniqu focus beauti present light touch excel servic also add guest ’ overal enjoy dine experi trolley display select oliv oil excel bread choic tempt dessert also worth special mention wine list practic span globe around 1 000 differ label – franc itali take centr stage focu champagn especi krug mani wine also avail glass
1192	Lunasia	viale Manin 4a	Viareggio	55049	ITA	Tuscany	€€€€	Modern Cuisine, Country cooking	Air conditioning, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 0584 44449	https://www.lunasiaristorante.com/it/index	43.86546	10.24472	one origin imagin chef versilia region helm luxuri plaza e de russi hotel ’ showcas restaur bright modern dine room overlook viareggio ’ famou seafront promenad three tast menu avail first dedic fish second vegetarian third focus meat guest abl choos cours freeli menu à la cart style whatev choos dish rare eleg occasion strike present chef luca landi ’ cuisin pay tribut region use excel ingredi local fish produc tuscani ’ inland area
1193	Menabò Vino e Cucina	via delle Palme 44 d/e	Rome	171	ITA	Lazio	€	Farm to table, Modern Cuisine	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 06 8693 7299	https://menabovinoecucina.it	41.8890879	12.5639458	two brother brought fresh life excit bistro heart prenestino-centocel district delici cuisin prepar paolo wine select overseen daniel menu featur good balanc meat fish vegetarian dish focu season ingredi best market produc popular book recommend
1194	L'Osteria della Trippa	via Goffredo Mameli 15	Rome	153	ITA	Lazio	€	Cuisine from Lazio, Traditional Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 06 4555 4475	http://www.losteriadellatrippa.it	41.8864511	12.4681489	one best place rome sampl cuisin lazio restaur renown across globe gener portion care prepar region special addit tripe referenc restaur ’ name ’ also find dish artichok alla giudia coratella lamb offal pasta serv famou local sauc amatriciana carbonara cacio e pepe menu truli delici
1195	Osteria Il Cappello	piazzetta Bruno Lunelli 5	Trento	38122	ITA	Trentino-South Tyrol	€€	Classic Cuisine, Italian	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0461 235850	https://osteriailcappello.it/	46.06961	11.12538	outdoor terrac restaur overlook pleasant pedestrian piazza histor centr welcom dine room decor style typic trentino cuisin – reliabl season full flavour – tradit italian yet contemporari touch menu also featur region option well occasion fish dish quail stuf acacia honey pumpkin puré stew radicchio superb
1196	Porcino	strada Damez 2/a	Badia	39036	ITA	Trentino-South Tyrol	€€€	Alpine, Mediterranean Cuisine	Car park, Wheelchair access	Amex, Mastercard, Visa	+39 0471 180 8060	https://www.badiahill.com/it/ristorante-porcino/	46.6075518	11.8938127	gain experi top-qual restaur chef marco vergin embark new adventur run brand-new restaur equal new badia hill hotel eleg spaciou set enjoy modern occasion creativ cuisin skil blend alpin flavour ingredi delici mediterranean influenc
